0,437,0.017830912355149338
2,1,4.080300310102824e-05
5,1,4.080300310102824e-05
6,86,0.003509058266688428
7,1,4.080300310102824e-05
8,103,0.004202709319405909
10,57,0.0023257711767586094
13,102,0.00416190631630488
14,1,4.080300310102824e-05
15,1,4.080300310102824e-05
19,44,0.0017953321364452424
22,1,4.080300310102824e-05
31,1,4.080300310102824e-05
32,39,0.0015913171209401011
34,20,0.0008160600620205648
35,3,0.0001224090093030847
37,12,0.0004896360372123388
38,9,0.00036722702790925414
40,7,0.0002856210217071976
47,10,0.0004080300310102824
48,396,0.01615798922800718
51,74,0.0030194222294760895
52,4,0.00016321201240411296
54,1,4.080300310102824e-05
55,19,0.0007752570589195365
56,67,0.0027338012077688916
59,6,0.0002448180186061694
62,55,0.002244165170556553
67,53,0.0021625591643544967
70,33,0.0013464991023339318
71,53,0.0021625591643544967
72,1122,0.04578096947935368
74,76,0.003101028235678146
75,42,0.0017137261302431859
78,23,0.0009384690713236494
80,1,4.080300310102824e-05
82,3,0.0001224090093030847
87,1,4.080300310102824e-05
88,53,0.0021625591643544967
89,6,0.0002448180186061694
90,87,0.0035498612697894565
92,1,4.080300310102824e-05
94,5,0.0002040150155051412
95,90,0.0036722702790925412
98,1,4.080300310102824e-05
99,5,0.0002040150155051412
102,23,0.0009384690713236494
103,10,0.0004080300310102824
104,63,0.002570589195364779
105,12,0.0004896360372123388
106,1,4.080300310102824e-05
108,492,0.020075077525705892
110,277,0.01130243185898482
112,8,0.0003264240248082259
115,6,0.0002448180186061694
116,3,0.0001224090093030847
117,5,0.0002040150155051412
118,2,8.160600620205648e-05
119,2,8.160600620205648e-05
120,9,0.00036722702790925414
121,1,4.080300310102824e-05
122,3,0.0001224090093030847
124,22,0.0008976660682226212
125,37,0.0015097111147380448
129,6,0.0002448180186061694
132,89,0.003631467275991513
133,1,4.080300310102824e-05
134,6,0.0002448180186061694
136,2,8.160600620205648e-05
139,19,0.0007752570589195365
140,407,0.01660682226211849
142,50,0.002040150155051412
143,11,0.0004488330341113106
146,103,0.004202709319405909
148,9,0.00036722702790925414
151,17,0.00069365105271748
153,787,0.03211196344050922
154,13,0.0005304390403133671
155,6,0.0002448180186061694
156,5,0.0002040150155051412
157,1,4.080300310102824e-05
159,76,0.003101028235678146
160,1,4.080300310102824e-05
162,9,0.00036722702790925414
163,8,0.0003264240248082259
166,2,8.160600620205648e-05
167,25,0.001020075077525706
168,6,0.0002448180186061694
169,24,0.0009792720744246776
171,27,0.0011016810837277623
177,6,0.0002448180186061694
180,36,0.0014689081116370166
185,2,8.160600620205648e-05
186,85,0.0034682552635874
188,400,0.016321201240411295
189,1,4.080300310102824e-05
191,35,0.0014281051085359882
194,368,0.01501550514117839
198,39,0.0015913171209401011
199,1,4.080300310102824e-05
200,12,0.0004896360372123388
201,1,4.080300310102824e-05
206,41,0.0016729231271421577
207,39,0.0015913171209401011
212,2,8.160600620205648e-05
213,819,0.03341765953974213
214,2,8.160600620205648e-05
215,3,0.0001224090093030847
217,2,8.160600620205648e-05
229,4,0.00016321201240411296
230,241,0.009833523747347805
232,5,0.0002040150155051412
233,2,8.160600620205648e-05
235,2,8.160600620205648e-05
238,3,0.0001224090093030847
241,762,0.031091888362983516
242,12,0.0004896360372123388
245,23,0.0009384690713236494
246,4,0.00016321201240411296
247,10,0.0004080300310102824
248,1,4.080300310102824e-05
249,1051,0.04288395625918068
250,11,0.0004488330341113106
251,134,0.005467602415537783
254,1,4.080300310102824e-05
257,75,0.0030602252325771175
258,5,0.0002040150155051412
261,9,0.00036722702790925414
263,1,4.080300310102824e-05
265,5,0.0002040150155051412
269,1,4.080300310102824e-05
270,1,4.080300310102824e-05
272,1,4.080300310102824e-05
273,3,0.0001224090093030847
280,6,0.0002448180186061694
281,1,4.080300310102824e-05
283,80,0.003264240248082259
284,38,0.001550514117839073
287,3,0.0001224090093030847
290,13,0.0005304390403133671
291,13,0.0005304390403133671
292,2,8.160600620205648e-05
294,59,0.0024073771829606658
